SubAgency,Description,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,State,VehicleType,Year,Make,Model,Color,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Speeding,Violation Type
"4th District, Wheaton",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,39.080167,-77.08235,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,ACURA,4S,WHITE,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,0.0,0.0,Yes,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,CHEVROLET,ASTRO VAN,WHITE,Transportation Article,True,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Yes,Citation
"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.056822,-77.073435,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2024.0,ACURA,INTEGRA,BLACK,Transportation Article,False,BLACK,F,HAMPTON,VA,VA,A - Marked Patrol,No,Warning
"2nd District, Bethesda",POSSESSING MORE THAN ONE DRIVERS LICENSE AT ANY ONE TIME,39.04302,-77.110778,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,LEXUS,4DS,BLACK,Transportation Article,False,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011.0,FORD,TRUCK,RED,Transportation Article,False,WHITE,M,COLUMBIA,MD,MD,E - Marked Stationary Radar,Yes,Warning
"4th District, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.058464,-77.048181,Yes,No,Yes,No,No,Yes,No,No,No,No,MD,02 - Automobile,2000.0,FORD,4S,TAN,Transportation Article,True,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",38.992282,-77.028127,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,MERZ,E350,"BLUE, DARK",Transportation Article,False,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",GLASS (*),39.078096,-77.075328,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008.0,TOYT,TK TACOMA PU,SILVER,Transportation Article,False,HISPANIC,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,No,Repair Order
"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.986838,-77.10722,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HOND,4S,WHITE,Transportation Article,False,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,39.128245,-77.161024,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008.0,FORD,TK,WHITE,Transportation Article,False,HISPANIC,M,GERMANTOWN,MD,MD,Q - Marked Laser,Measured,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,39.145312,-77.165053,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2010.0,FORD,F250,GOLD,Transportation Article,False,OTHER,M,OLNEY,MD,MD,A - Marked Patrol,Yes,Warning
"1st District, Rockville",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,39.132783,-77.166103,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,FORD,4DR,SILVER,Transportation Article,False,WHITE,M,DERWOOD,MD,MD,Q - Marked Laser,No,Warning
"1st District, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,39.09636,-77.20605,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,LEXUS,IS,SILVER,Transportation Article,False,WHITE,M,RANDALLSTOWN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",SPEED GREATER THAN REASONABLE,39.185385,-77.10085,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,BMW,X5,SILVER,Transportation Article,False,WHITE,M,GLENWOOD,MD,MD,E - Marked Stationary Radar,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 55 MPH ZONE,39.125728,-77.201405,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997.0,TOYT,AVALON,GOLD,Transportation Article,False,WHITE,M,FALLS CHURCH,VA,VA,A - Marked Patrol,Measured,Citation
"3rd District, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,38.988905,-77.029187,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYT,4RUNNER,GREEN,Transportation Article,False,HISPANIC,F,BOWIE,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,39.082243,-76.93998,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,NISSAN,ROGUE,SILVER,Transportation Article,False,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,Yes,Warning
"1st District, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50,39.043798,-77.117623,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HOND,4S,BLUE,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,Yes,Warning
"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.105002,-77.157038,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2002.0,HOND,4S,SILVER,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,No,Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.1833,-77.181678,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,NISSAN,MURANO,GRAY,Transportation Article,False,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,39.018635,-77.208584,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2020.0,JEEP,UT,RED,Transportation Article,False,HISPANIC,F,GAITHERSBURG,MD,MD,Q - Marked Laser,Yes,Warning
"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.102347,-77.188768,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,SATURN,ION,"BLUE, LIGHT",Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,S - License Plate Recognition,No,Warning
"6th District, Gaithersburg / Montgomery Village","MOTOR VEH MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",39.121337,-77.216223,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,DODGE,DAKOTA,"BLUE, LIGHT",Transportation Article,False,WHITE,M,BOYDS,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 39 MPH IN A POSTED 30 MPH ZONE,39.221147,-77.381317,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,CIVIC,GRAY,Transportation Article,False,WHITE,M,ADAMSTOWN,MD,MD,R - Unmarked Laser,Measured,Citation
"4th District, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,39.090855,-77.045942,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,JEEP,CHERK,SILVER,Transportation Article,True,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,39.133361,-77.190158,No,No,No,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,2012.0,CHEVY,PU WK TK,TAN,Transportation Article,False,BLACK,M,MONT. VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,39.149403,-77.233813,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1991.0,TOYOTA,CAROLLA,BLACK,Transportation Article,False,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,OPERATING CMV WITHOUT PROOF OF PERIODIC INSPECTION,39.20319,-77.13944,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1993.0,FORD,SUPER DUTY,WHITE,Maryland Rules,False,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.023328,-76.978543,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYT,4S,SILVER,Transportation Article,False,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",PARKING VEH. WITHIN 15 FEET FIRE HYDRANT,39.156767,-77.201862,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,INFINTY,2S,GRAY,Transportation Article,False,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,39.039703,-77.052283,Yes,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2014.0,FORD,F150,BLUE,Transportation Article,True,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",TAILLIGHTS (*),38.989245,-77.096917,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYOTA,COROLLA,SILVER,Transportation Article,False,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.170362,-77.278445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,CHEVY,SONIC,BLUE,Transportation Article,False,WHITE,M,BOYDS,MD,MD,A - Marked Patrol,Yes,Warning
"2nd District, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,39.022895,-77.15066,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYT,TK,WHITE,Transportation Article,False,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,Yes,Citation
"4th District, Wheaton",UNSAFE BACKING OF MOTOR VEH.,39.0471,-77.052553,Yes,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2017.0,ACURA,ILX,BLUE,Transportation Article,True,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,No,Citation
"3rd District, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",39.045524,-76.990685,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2012.0,TOYOTA,CAMRY,GRAY,Transportation Article,False,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.136005,-77.205661,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,TOYOTA,CAMRY,SILVER,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,38.977728,-77.077058,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYOTA,COROLLA,WHITE,Transportation Article,False,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.060958,-77.12135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,JEEP,TK,BLACK,Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,39.147455,-77.232652,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYT,4S,BLUE,Transportation Article,False,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",WINDOW TINT,39.225958,-77.066885,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2001.0,NISSAN,4DR,GREEN,Transportation Article,False,WHITE,M,CLARKSVILLE,MD,MD,Q - Marked Laser,No,Repair Order
"1st District, Rockville",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 26-204,39.071297,-77.162863,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2010.0,CHEVROLET,IMPALA,BLUE,Transportation Article,False,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",STOP LIGHTS (*),39.117152,-77.019245,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,TOYOTA,COROLLA,SILVER,Transportation Article,False,OTHER,M,LORTON,VA,VA,A - Marked Patrol,No,Repair Order
"5th District, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.17072,-77.261612,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,FORD,WINDSTAR,"GREEN, LGT",Transportation Article,False,BLACK,F,DAMASCUS,MD,MD,S - License Plate Recognition,No,Citation
"4th District, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,39.056193,-77.050042,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2011.0,LINCON,4S,BLACK,Transportation Article,False,HISPANIC,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Warning
"2nd District, Bethesda",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,39.000305,-77.09459,No,No,No,Yes,No,No,No,No,No,No,VA,02 - Automobile,2021.0,VOLKSWAGEN,ARTEON,RED,Transportation Article,False,WHITE,F,FREDERICKSBURG,VA,VA,A - Marked Patrol,No,Citation
"5th District, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",39.203535,-77.140395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,NISS,TK,"BLUE, DARK",Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.113658,-77.24275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYT,TK,GRAY,Transportation Article,False,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,Yes,Warning
Headquarters and Special Operations,HEADLIGHTS (*),39.059025,-77.121545,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,COROLLA,RED,Transportation Article,False,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,COROLL,WHITE,Transportation Article,False,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,39.022905,-77.016978,No,No,No,No,No,No,No,No,No,No,XX,02 - Automobile,2008.0,DODGE,GRAND CARAVAN,WHITE,Transportation Article,False,HISPANIC,M,WALDORF,MD,NJ,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.151817,-77.213408,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,CHEVY,TAHOE,BLACK,Transportation Article,False,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,38.984148,-77.090858,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008.0,TOYOTA,TK,SILVER,Transportation Article,False,WHITE,F,MCLEAN,VA,VA,A - Marked Patrol,No,Warning
Headquarters and Special Operations,EXCEEDING POSTED MAXIMUM SPEED LIMIT: 55 MPH IN A POSTED 40 MPH ZONE,39.051808,-77.075187,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2015.0,JEEP,COMPASS,MAROON,Transportation Article,False,OTHER,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,Measured,Citation
"5th District, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2019.0,TOYOTA,TACOMA,SILVER,Transportation Article,False,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVING WRONG WAY--ONE WAY STREET,39.05848,-77.04794,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2011.0,ACUR,4S,BLACK,Transportation Article,False,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.090369,-77.05025,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2019.0,RAM,LIMITED,BLACK,Transportation Article,False,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,39.124358,-77.16166,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,FORD,EXPLORER,GRAY,Transportation Article,False,WHITE,F,FREDERICK,MD,MD,E - Marked Stationary Radar,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.153835,-77.213712,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,ACUR,4S,BLACK,Transportation Article,False,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Yes,Warning
Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,39.172971,-77.201435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,SUZI,TK,GREEN,Transportation Article,False,WHITE,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,No,Warning
"4th District, Wheaton",HEADLIGHTS (*),39.05056,-77.07282,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006.0,TOYOTA,4RUNNER,WHITE,Transportation Article,False,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.102012,-77.188275,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2020.0,CHEVY,MALIBU,GOLD,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.120972,-77.185882,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,VW,SD,BLACK,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.225737,-77.236738,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2013.0,HYUN,SUV TUCSON,BLACK,Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser,Yes,Warning
"2nd District, Bethesda",KNOWINGLY DRIVING / OWNER KNOWINGLY PERMITTING TO BE DRIVEN UNINSURED VEHICLE,39.055828,-77.118868,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,CAMRY,BLUE,Transportation Article,False,ASIAN,F,TEMPLE HILLS,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,39.089642,-76.942503,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,4S,SILVER,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,No,Citation
"4th District, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,39.05848,-77.04794,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2011.0,ACUR,4S,BLACK,Transportation Article,False,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,38.999488,-77.043412,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,CHEVROLET,CAMARO,ORANGE,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",STOP LIGHTS (*),39.053537,-77.07843,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,KIA,TK,BLACK,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"6th District, Gaithersburg / Montgomery Village",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,39.141005,-77.20126,No,Yes,No,Yes,No,No,No,No,No,No,MD,28 - Other,2007.0,CHEVROLET,TK,WHITE,Transportation Article,False,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,No,Warning
"1st District, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.101902,-77.218045,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2014.0,JEEP,LAREDO,BLACK,Transportation Article,False,ASIAN,M,GAITHERSBURG,MD,IN,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,39.085167,-77.21861,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003.0,FORD,ESCAPE,GRAY,Transportation Article,False,BLACK,M,ALEXANDRIA,VA,VA,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,39.009215,-77.061442,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,TOYOTA,4S,"BLUE, DARK",Transportation Article,False,ASIAN,F,WHEATON,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.132526,-77.207214,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2019.0,MERZ,C63,WHITE,Transportation Article,False,WHITE,M,CLARKSBURG,MD,MD,B - Unmarked Patrol,No,Citation
"2nd District, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,38.989762,-77.095267,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,CHEVY,2DR,RED,Transportation Article,False,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DISPLAYING  REG. PLATE ISSUED FOR OTHER VEHICLE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,CADILLAC,4 DOOR,MAROON,Transportation Article,False,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.054498,-77.086288,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,ODYSSEY,GRAY,Transportation Article,False,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.00043,-76.994628,No,No,No,No,No,No,No,No,No,No,NJ,02 - Automobile,2014.0,DODGE,NEON,BLUE,Transportation Article,False,WHITE,M,WHIPPANY,NJ,NJ,A - Marked Patrol,No,Citation
"5th District, Germantown",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,39.18495,-77.273123,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2001.0,OLDS,VAN,GRAY,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,39.037303,-77.050968,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,2008.503757,NONE,NONE,BLACK,Transportation Article,False,BLACK,M,SILVER SPRING,MD,XX,A - Marked Patrol,No,Warning
"1st District, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,39.04539,-77.233158,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006.0,FRHT,BOX,WHITE,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,Measured,Citation
"2nd District, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,39.056055,-77.149385,Yes,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1996.0,HONDA,CIVIC,GRAY,Transportation Article,True,WHITE,M,WILLIAMSBURG,VA,VA,A - Marked Patrol,Yes,Citation
"3rd District, Silver Spring",EXCEEDING MAXIMUM SPEED: 41 MPH IN A POSTED 30 MPH ZONE,39.081343,-76.942002,No,No,No,No,No,Yes,No,No,No,No,DC,02 - Automobile,2004.0,FORD,CR VIC 4S,BLUE,Transportation Article,False,BLACK,M,BURTONSVILLE,MD,MD,Q - Marked Laser,Measured,Citation
