SubAgency,Description,Latitude,Longitude,Accident,Belts,"Personal Injury","Property Damage",Fatal,"Commercial License","Commercial Vehicle",Alcohol,"Work Zone","Search Conducted",State,VehicleType,Year,Make,Model,Color,Article,"Contributed To Accident",Race,Gender,"Driver City","Driver State","DL State","Arrest Type","Violation Type"
"2nd District, Bethesda","DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE",39.052216,-77.109985,No,No,No,No,No,No,No,No,No,Yes,VA,"02 - Automobile",2009,NISSAN,CUBE,BLACK,"Transportation Article",False,WHITE,M,"NORTH BETHESDA",MD,FL,"A - Marked Patrol",Citation
"3rd District, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",39.060382,-76.956885,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,FORD,TK,GRAY,"Transportation Article",False,WHITE,M,BROOKEVILLE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 46 MPH IN A POSTED 30 MPH ZONE",39.221068,-77.38137,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2017,HYUN,ELANTRA,"BLUE, DARK","Transportation Article",False,WHITE,F,BRUNSWICK,MD,MD,"G - Marked Moving Radar (Stationary)",Citation
"3rd District, Silver Spring","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,DODGE,MAGNUM,SILVER,"Transportation Article",False,BLACK,M,WASHINGTON,DC,MD,"A - Marked Patrol",Citation
"5th District, Germantown","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 70 MPH IN A POSTED 45 MPH ZONE",39.196777,-77.265175,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,PRIUS,GRAY,"Transportation Article",False,WHITE,F,CLARKSBURG,MD,MD,"Q - Marked Laser",Citation
"2nd District, Bethesda","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE",39.054306,-77.153229,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2020,KIA,SPORTAGE,BLACK,"Transportation Article",False,OTHER,M,MIAMI,FL,FL,"A - Marked Patrol",Citation
"4th District, Wheaton","HOLDER OF LEARNERS PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT",39.093373,-77.078205,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1996,TOYOTA,4S,"GREEN, DK","Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 35 MPH ZONE",38.942928,-77.122615,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1994,MERCURY,"GRAND MARQUIS",WHITE,"Transportation Article",False,WHITE,M,LUSBY,MD,MD,"Q - Marked Laser",Citation
"5th District, Germantown","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE",39.194727,-77.260557,No,No,No,No,No,No,No,No,No,No,PA,"02 - Automobile",2018,FORD,FUSION,WHITE,"Transportation Article",False,WHITE,F,"CLARKS SUMMIT",PA,PA,"R - Unmarked Laser",Citation
"6th District, Gaithersburg / Montgomery Village","EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE",39.168967,-77.17963,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,ACUR,4S,BLACK,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Citation
"6th District, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.170663,-77.206252,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1998,HOND,4S,"GREEN, LGT","Transportation Article",False,WHITE,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE",39.02423,-77.018403,No,Yes,No,No,No,Yes,No,No,No,No,MD,"03 - Station Wagon",2009,SCION,XB,BLACK,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"Q - Marked Laser",Citation
"6th District, Gaithersburg / Montgomery Village","OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT",39.167385,-77.211722,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,NISSAN,VAN,SILVER,"Transportation Article",False,HISPANIC,F,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",38.984147,-77.136575,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2015,FORD,FLEX,SILVER,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE",39.293468,-77.187864,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2006,CHEV,UPLANDER,BLUE,"Transportation Article",False,WHITE,F,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVER CHANGING LANES WHEN UNSAFE",0,0,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2014,TOYT,CAMRY,WHITE,"Transportation Article",False,BLACK,M,"MONTGOMERY VILLAGE",MD,MD,"B - Unmarked Patrol",Citation
"4th District, Wheaton","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 55 MPH",39.228708,-77.282765,No,No,No,No,No,Yes,No,No,No,No,MD,"02 - Automobile",2010,TOYOTA,COROLLA,WHITE,"Transportation Article",False,BLACK,M,"MONTGOMRY VLG",MD,MD,"M - Marked (Off-Duty)",Citation
"2nd District, Bethesda","OPERATOR NOT RESTRAINED BY SEATBELT",38.988403,-77.096232,No,Yes,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2012,LEXUS,SUV,BLACK,"Transportation Article",False,WHITE,M,POTOMAC,MD,MD,"L - Motorcycle",Citation
"3rd District, Silver Spring","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",39.001939,-77.011605,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,TOYOTA,CAMRY,BLACK,"Transportation Article",False,BLACK,M,"TAKOMA PARK",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.064437,-77.073882,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,COROLLA,BLACK,"Transportation Article",False,HISPANIC,M,ROCKVILLE,MD,MD,"Q - Marked Laser",Citation
"3rd District, Silver Spring","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",38.999862,-77.013093,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,VOLKSWAGEN,EOS,SILVER,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.056784,-77.109727,No,No,No,No,No,No,No,No,No,No,MD,"01 - Motorcycle",2005,KAWK,MC,BLUE,"Transportation Article",False,WHITE,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE",39.043138,-77.052579,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,TOYT,4S,SILVER,"Transportation Article",False,WHITE,M,BURTONSVILLE,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE",39.056152,-77.047305,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2001,TOYOTA,COROLLA,BLACK,"Transportation Article",False,OTHER,M,"TAKOMA PARK",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE",38.99527,-77.026957,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,TOYOTA,YARIS,RED,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","FRAUDULENT POSSESSION OF VEH OWNERSHIP REG. PLATE,CARD, TITLE CERT., ID PLATES",39.043713,-77.062352,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,BMW,4S,BLACK,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 50 MPH ZONE",39.190173,-77.422237,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",1999,GMC,TK,MAROON,"Transportation Article",False,WHITE,M,ADAMSTOWN,MD,MD,"G - Marked Moving Radar (Stationary)",Citation
"3rd District, Silver Spring","EXCEEDING MAXIMUM SPEED: 57 MPH IN A POSTED 40 MPH ZONE",39.068248,-77.002485,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,CHRY,CN,WHITE,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"Q - Marked Laser",Citation
"1st District, Rockville","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.074353,-77.135583,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2996,NISSAN,SENTRA,BEIGE,"Transportation Article",False,BLACK,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION",39.07997,-77.08078,Yes,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1999,HONDA,CIVIC,GREEN,"Transportation Article",True,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",0,0,No,Yes,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1987,NISSAN,"2 DR",RED,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,TOYOTA,4D,BLACK,"Transportation Article",False,BLACK,M,"SILVER SPRIMG",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","KNOWINGLY DRIVING  UNINSURED VEHICLE",39.165847,-77.06902,No,No,No,No,No,No,No,No,No,No,NC,"02 - Automobile",2004,MINI,COOPER,GREEN,"Transportation Article",False,HISPANIC,M,BROOKEVILLE,MD,XX,"A - Marked Patrol",Citation
"Headquarters and Special Operations","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.229048,-77.112847,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2008,FORD,"RANGER P/U",BROWN,"Transportation Article",False,HISPANIC,M,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,PROPERTY DAMAGE",39.148233,-77.294943,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,ACURA,MDX,MAROON,"Transportation Article",False,ASIAN,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.17731,-77.263412,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,NISSAN,ALTIMA,GRAY,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVING VEH. WHILE IMPAIRED BY ALCOHOL",0,0,No,No,No,No,No,No,No,No,No,No,TX,"02 - Automobile",2014,CADILLAC,4DR,BLACK,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","KNOWINGLY DRIVING / OWNER KNOWINGLY PERMITTING TO BE DRIVEN UNINSURED VEHICLE",39.055828,-77.118868,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,CAMRY,BLUE,"Transportation Article",False,ASIAN,F,"TEMPLE HILLS",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY",38.998535,-77.096817,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,HYUNDAI,SONATA,GRAY,"Transportation Article",False,OTHER,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Citation
"3rd District, Silver Spring","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL",39.044928,-76.991732,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,BMW,328I,BLACK,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"O - Foot Patrol",Citation
"1st District, Rockville","DRIVER USE OF MOTOR VEH. HORN ON HWY. WHEN NOT REASONABLY NECESSARY FOR SAFETY",39.054469,-77.140045,No,No,No,No,No,No,No,No,No,No,NJ,"02 - Automobile",2013,MAZDA,3,SILVER,"Transportation Article",False,WHITE,M,"NORTH BETHESDA",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL",39.042317,-76.989808,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,TOYOTA,PRIUS,"BLUE, DARK","Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","OPERATOR NOT RESTRAINED BY SEATBELT",39.024487,-77.148651,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1997,OLDS,4DOOR,RED,"Transportation Article",False,WHITE,M,HUGHESVILLE,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",38.996107,-77.096418,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2004,CADILAC,CTS,BLACK,"Transportation Article",False,WHITE,F,OAKTON,VA,VA,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING MAXIMUM SPEED: 80 MPH IN A POSTED 55 MPH ZONE",39.098512,-77.178253,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2015,NISSAN,ALTIMA,WHITE,"Transportation Article",False,WHITE,F,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.046312,-77.052013,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,MERCEDES,S550,BLACK,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY",39.03265,-77.06383,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,LEXUS,GS350,GRAY,"Transportation Article",False,WHITE,M,KENSINGTON,MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","DRIVER CONSUMING ALCOHOLIC BEVERAGE IN PASSENGER AREA OF MOTOR VEHICLE ON HIGHWAY",0,0,No,Yes,No,Yes,No,No,No,No,No,Yes,MD,"02 - Automobile",2002,HONDA,CIVIC,SILVER,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",38.9783,-77.091112,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,TOYOTA,PRIUS,GRAY,"Transportation Article",False,HISPANIC,M,"OXON HILL",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.058203,-77.048483,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2017,JEEP,CHEROKEE,BLUE,"Transportation Article",False,BLACK,M,BALTIMORE,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","OPER. MOTOR VEH. WITH OPERATOR NOT RESTRAINED BY SEAT BELT",39.058817,-77.121752,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2000,HOND,4S,"GREEN, DK","Transportation Article",False,WHITE,M,KENSINGTON,MD,MD,"A - Marked Patrol",Citation
"6th District, Gaithersburg / Montgomery Village","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",39.149577,-77.233887,Yes,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1987,FORD,MUSTANG,BLACK,"Transportation Article",True,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.958093,-77.109465,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,AVALON,"GREEN, LGT","Transportation Article",False,WHITE,M,BETHESDA,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",39.046012,-77.066332,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,VOLK,4S,SILVER,"Transportation Article",False,WHITE,F,ARNOLD,MD,MD,"A - Marked Patrol",Citation
"2nd District, Bethesda","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.040811,-77.147468,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,FORD,MUSTANG,WHITE,"Transportation Article",False,WHITE,M,BETHESDA,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",39.19792,-77.26326,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,CHRYSLER,300,BLACK,"Transportation Article",False,WHITE,F,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",39.18407,-77.263017,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,NISSAN,MUANO,GOLD,"Transportation Article",False,HISPANIC,F,GAITHERSBURG,MD,MD,"B - Unmarked Patrol",Citation
"2nd District, Bethesda","DRIVER WRITING,SENDING,READINGATEXT,ELECTRONICMSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",38.978572,-77.095525,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2001,FORD,EXPEDITION,GOLD,"Transportation Article",False,WHITE,M,MCLEAN,VA,VA,"A - Marked Patrol",Citation
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.998361,-77.026648,No,No,No,No,No,No,No,No,No,No,VA,"02 - Automobile",2019,FORD,FUSION,BLUE,"Transportation Article",False,WHITE,M,ADDISON,TX,TX,"A - Marked Patrol",Citation
"3rd District, Silver Spring","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE",39.013143,-77.003165,No,No,No,No,No,Yes,No,No,No,Yes,VA,"02 - Automobile",2003,LANDROVER,"RANGE ROVER",BLACK,"Transportation Article",False,BLACK,M,"NEW CASTLE",DE,XX,"A - Marked Patrol",Citation
"1st District, Rockville","EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE",39.031483,-77.177733,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,TK,GRAY,"Transportation Article",False,WHITE,M,POTOMAC,MD,MD,"Q - Marked Laser",Citation
"6th District, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.157163,-77.205337,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,HYUN,ACCENT,SILVER,"Transportation Article",False,WHITE,M,ROCKVILLE,MD,MD,"Q - Marked Laser",Citation
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.135076,-77.06952,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,FORD,VN,WHITE,"Transportation Article",False,HISPANIC,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.077838,-76.941773,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,DODGE,CHARGER,WHITE,"Transportation Article",False,BLACK,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS",39.141075,-77.216433,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,HONDA,ACCORD,SILVER,"Transportation Article",False,BLACK,M,BELTSVILLE,MD,MD,"B - Unmarked Patrol",Citation
"Headquarters and Special Operations","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",39.109162,-77.192692,No,No,No,No,No,No,No,No,No,No,MI,"05 - Light Duty Truck",2008,CHEVROLET,SILVERADO,WHITE,"Transportation Article",False,WHITE,M,"SAN ANTONIO",TX,TX,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE",39.06027,-77.051352,No,No,No,No,No,No,No,No,No,No,MD,"03 - Station Wagon",2006,SUBA,SW,TAN,"Transportation Article",False,BLACK,M,BELTSVILLE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","FAILURE OF DRIVER TO YIELD RIGHT-OF-WAY TO  EMERGENCY VEH. USING SIGNALS",39.177752,-77.266133,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,GMC,DENALI,MAROON,"Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.043092,-77.052677,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,NISSAN,ALTIMA,BLACK,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION",39.078557,-76.952167,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,HYUNDAI,ELANTRA,SILVER,"Transportation Article",False,WHITE,M,BALTIMORE,MD,MD,"A - Marked Patrol",Citation
"Headquarters and Special Operations","EXCEEDING POSTED SPEED LIMIT IN SCHOOL ZONE WITH NOTICE OF DOUBLE FINES: 49 MPH IN 30 ZONE",39.223822,-77.391753,No,No,No,No,No,No,No,No,No,No,DE,"02 - Automobile",2010,CHEVY,IMPALA,SILVER,"Transportation Article",False,WHITE,F,"FENWICK ISLAND",DE,DE,"G - Marked Moving Radar (Stationary)",Citation
"3rd District, Silver Spring","EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 30 MPH ZONE",39.107076,-76.939923,No,No,No,No,No,No,No,No,No,No,MD,"28 - Other",2012,MERCEDES,SUV,GRAY,"Transportation Article",False,ASIAN,F,OLNEY,MD,MD,"L - Motorcycle",Citation
"3rd District, Silver Spring","POSSESSING SUSPENDED LIC.",39.001202,-76.987342,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HYUNDIA,SONATA,BLACK,"Transportation Article",False,BLACK,M,BOWIE,MD,MD,"A - Marked Patrol",Citation
"5th District, Germantown","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY",0,0,No,No,No,No,No,No,No,No,No,No,OH,"02 - Automobile",2023,NISSAN,KICK,RED,"Transportation Article",False,BLACK,M,STERLING,VA,VA,"A - Marked Patrol",Citation
"2nd District, Bethesda","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.002085,-77.09733,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2011,JEEP,SUV,BLACK,"Transportation Article",False,WHITE,F,POTOMAC,MD,MD,"A - Marked Patrol",Citation
"3rd District, Silver Spring","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE",39.003937,-77.040312,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,FORD,"TRANSIT 150",WHITE,"Transportation Article",False,BLACK,M,LAUREL,MD,MD,"A - Marked Patrol",Citation
"1st District, Rockville","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",38.978463,-77.130787,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,FORD,F150,BLACK,"Transportation Article",False,HISPANIC,M,BELTSVILLE,MD,MD,"Q - Marked Laser",Citation
"4th District, Wheaton","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE",39.080707,-77.081505,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2019,TOYOTA,COROLLA,WHITE,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Citation
"4th District, Wheaton","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY",39.084305,-77.000188,No,No,No,No,No,No,No,No,No,No,RI,"02 - Automobile",2003,VOLKS,PASSAT,GREEN,"Transportation Article",False,WHITE,M,BETHESDA,MD,RI,"A - Marked Patrol",Citation
